protein,pdbid,state,trajectory_url,topology_url,model_url
unknown,6KPF,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2560/24946_trj_2234.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn2560/24947_dyn_2234.psf,
unknown,9CM3,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2690/25545_trj_2338.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2690/25542_dyn_2338.psf,
Beta-1 adrenergic receptor,4AMJ.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11340_trj_141.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11345_dyn_141.psf,
Beta-2 adrenergic receptor,4QKX.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10799_trj_82.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10803_dyn_82.psf,
Adenosine receptor A2a,5IU4.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10513_trj_50.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10517_dyn_50.psf,
Muscarinic acetylcholine receptor M1,5CXV.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11453_trj_154.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11457_dyn_154.psf,
Beta-2 adrenergic receptor,4LDO,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn366/tmp_trj_3_249.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn366/tmp_dyn_0_249.top,
Kappa-type opioid receptor,4DJH.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10604_trj_60.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10607_dyn_60.psf,
unknown,1GIA,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1435/19217_trj_1254.xtc,https://gpcrmd.org/dynadb/files/Dynamics//dyn1435/19215_dyn_1254.top,
Beta-2 adrenergic receptor,4LDO.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11156_trj_117.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11160_dyn_117.psf,
Beta-2 adrenergic receptor,3D4S.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10647_trj_65.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10652_dyn_65.psf,
Adenosine receptor A2a,2YDV.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10366_trj_33.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10371_dyn_33.psf,
Nociceptin receptor,4EA3.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10691_trj_70.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10694_dyn_70.psf,
5-hydroxytryptamine receptor 2B,4IB4.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10886_trj_92.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10889_dyn_92.psf,
Smoothened homolog,5L7I.Z,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11807_trj_191.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11811_dyn_191.psf,
Beta-1 adrenergic receptor,2Y04.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10318_trj_27.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10315_dyn_27.psf,
unknown,9CM7,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2674/25451_trj_2323.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2674/25448_dyn_2323.psf,
Beta-2 adrenergic receptor,4LDO,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn369/tmp_trj_1_252.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn369/tmp_dyn_0_252.top,
Lysophosphatidic acid receptor 1,4Z36.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11719_trj_185.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11724_dyn_185.psf,
Orexin receptor type 2,4S0V.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11604_trj_172.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11608_dyn_172.psf,
Beta-2 adrenergic receptor,3NY8.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11181_trj_123.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11185_dyn_123.psf,
unknown,3P2D,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2349/24134_trj_2078.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn2349/24133_dyn_2078.psf,
C-X-C chemokine receptor type 4,4RWS.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10938_trj_98.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10941_dyn_98.psf,
Beta-2 adrenergic receptor,3D4S.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10806_trj_83.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10811_dyn_83.psf,
Beta-2 adrenergic receptor,4LDE.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11073_trj_113.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11076_dyn_113.psf,
C-X-C chemokine receptor type 4,3ODU.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10961_trj_101.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10966_dyn_101.psf,
Beta-1 adrenergic receptor,2Y02.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10263_trj_20.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10260_dyn_20.psf,
unknown,9CLW,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2670/25429_trj_2319.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2670/25426_dyn_2319.psf,
Adenosine receptor A2a,5IU7.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10520_trj_51.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10525_dyn_51.psf,
Adenosine receptor A2a,5IU8.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10529_trj_52.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10534_dyn_52.psf,
C-X-C chemokine receptor type 4,3ODU.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10981_trj_103.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10987_dyn_103.psf,
Muscarinic acetylcholine receptor M3,4U16.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11657_trj_176.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11660_dyn_176.psf,
Olfactory receptor 51E2,8F76,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1423/19171_trj_1244.trr,https://gpcrmd.org/dynadb/files/Dynamics/19169_dyn_1244.top,
Orexin receptor type 1,4ZJ8.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11733_trj_187.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11738_dyn_187.psf,
Orexin receptor type 1,4ZJ8.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11726_trj_186.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11732_dyn_186.psf,
Rhodopsin,1U19.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10193_trj_12.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10196_dyn_12.psf,
Beta-1 adrenergic receptor,2Y03.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10293_trj_24.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10290_dyn_24.psf,
Adenosine receptor A2a,2YDO.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10350_trj_31.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10354_dyn_31.psf,
Beta-2 adrenergic receptor,4LDO,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn367/tmp_trj_3_250.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn367/tmp_dyn_0_250.top,
Beta-1 adrenergic receptor,2Y02.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10244_trj_18.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10242_dyn_18.psf,
unknown,9CM7,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2679/25478_trj_2328.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2679/25469_dyn_2328.psf,
unknown,8UXY,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2324/24065_trj_2057.trr,https://gpcrmd.org/dynadb/files/Dynamics/dyn2324/24064_dyn_2057.top,
5-hydroxytryptamine receptor 2B,5TVN,unknown,https://gpcrmd.org/dynadb/files/Dynamics/12010_trj_216.xtc,https://gpcrmd.org/dynadb/files/Dynamics/12011_dyn_216.psf,
consensus OR1,8UXY,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2323/24059_trj_2056.trr,https://gpcrmd.org/dynadb/files/Dynamics/dyn2323/24058_dyn_2056.top,
C-X-C chemokine receptor type 4,3ODU.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10973_trj_102.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10977_dyn_102.psf,
Cannabinoid receptor 1,5TGZ.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11508_trj_162.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11512_dyn_162.psf,
Metabotropic glutamate receptor 5,5CGD.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11777_trj_193.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11781_dyn_193.psf,
Delta-type opioid receptor,4RWD.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10814_trj_84.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10819_dyn_84.psf,
Rhodopsin,4J4Q,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11860_trj_197.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11865_dyn_197.psf,
P2Y purinoceptor 12,4PXZ.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10751_trj_77.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10756_dyn_77.psf,
Corticotropin-releasing factor receptor 1,4K5Y.C,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10932_trj_97.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10935_dyn_97.psf,
Histamine H1 receptor,3RZE.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11209_trj_126.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11213_dyn_126.psf,
B1 bradykinin receptor,7EIB,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2376/24205_trj_2095.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn2376/24202_dyn_2095.psf,
Beta-1 adrenergic receptor,3ZPQ.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11282_trj_134.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11285_dyn_134.psf,
Adenosine receptor A2a,3EML,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10166_trj_7.dcd,https://gpcrmd.org/dynadb/files/Dynamics/10167_dyn_7.psf,
Free fatty acid receptor 2,8T3S,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2632/25213_trj_2284.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2632/25210_dyn_2284.psf,
Rhodopsin,3PQR.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11201_trj_125.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11205_dyn_125.psf,
Metabotropic glutamate receptor 5,5CGD.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11443_trj_153.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11447_dyn_153.psf,
Smoothened homolog,4QIN,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11924_trj_204.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11926_dyn_204.psf,
Beta-1 adrenergic receptor,2Y04.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10556_trj_55.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10559_dyn_55.psf,
Beta-2 adrenergic receptor,4LDO.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11105_trj_116.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11108_dyn_116.psf,
Muscarinic acetylcholine receptor M2,4MQS.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10673_trj_68.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10678_dyn_68.psf,
Histamine H1 receptor,3RZE.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11039_trj_109.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11043_dyn_109.psf,
unknown,9CM7,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2658/25336_trj_2307.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2658/25333_dyn_2307.psf,
Orexin receptor type 1,4ZJC.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11740_trj_188.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11744_dyn_188.psf,
unknown,8J23,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2663/25374_trj_2312.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2663/25371_dyn_2312.psf,
Guanine nucleotide-binding protein G(i) subunit alpha-1,6OS9,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1432/19205_trj_1251.xtc,https://gpcrmd.org/dynadb/files/Dynamics//dyn1432/19203_dyn_1251.top,
Endothelin B receptor,5GLH.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11572_trj_158.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11486_dyn_158.psf,
Beta-1 adrenergic receptor,3ZPQ.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11275_trj_133.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11277_dyn_133.psf,
unknown,9CLW,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2671/25435_trj_2320.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2671/25432_dyn_2320.psf,
Muscarinic acetylcholine receptor M1,5CXV.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11785_trj_194.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11789_dyn_194.psf,
unknown,9NS9,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2684/25514_trj_2333.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2684/25511_dyn_2333.psf,
Kappa-type opioid receptor,4DJH.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10592_trj_59.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10595_dyn_59.psf,
unknown,3W5A,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1505/19410_trj_1301.dcd,https://gpcrmd.org/dynadb/files/Dynamics//dyn1505/19413_dyn_1301.psf,
Mu-type opioid receptor,5C1M.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11423_trj_151.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11427_dyn_151.psf,
P2Y purinoceptor 1,4XNW.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11691_trj_181.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11696_dyn_181.psf,
Adenosine receptor A1,5UEN.Z,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10270_trj_21.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10267_dyn_21.psf,
Beta-1 adrenergic receptor,5A8E.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11415_trj_150.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11419_dyn_150.psf,
Beta-1 adrenergic receptor,2Y04.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10326_trj_28.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10323_dyn_28.psf,
Adenosine receptor A2a,3QAK.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10374_trj_34.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10378_dyn_34.psf,
Neurotensin receptor type 1,4XEE,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11670_trj_178.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11676_dyn_178.psf,
Adenosine receptor A2a,5G53.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10488_trj_47.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10493_dyn_47.psf,
Lysophosphatidic acid receptor 1,4Z35.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11712_trj_184.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11718_dyn_184.psf,
unknown,9CLW,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2644/25261_trj_2293.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2644/25257_dyn_2293.psf,
Cannabinoid receptor 1,5U09.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11516_trj_163.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11521_dyn_163.psf,
Beta-1 adrenergic receptor,3ZPR.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11289_trj_135.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11294_dyn_135.psf,
Rhodopsin,3DQB.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11171_trj_122.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11176_dyn_122.psf,
unknown,6K3F,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2321/24012_trj_2054.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2321/24011_dyn_2054.psf,
Neurotensin receptor type 1,4GRV.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10657_trj_66.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10660_dyn_66.psf,
Beta-2 adrenergic receptor,4LDO,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn368/tmp_trj_1_251.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn368/tmp_dyn_0_251.top,
P2Y purinoceptor 1,4XNW.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11698_trj_182.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11703_dyn_182.psf,
Mu-type opioid receptor,5C1M,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11888_trj_199.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11882_dyn_199.psf,
Beta-1 adrenergic receptor,2Y03.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11804_trj_26.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10310_dyn_26.psf,
Beta-1 adrenergic receptor,3ZPR.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11297_trj_136.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11302_dyn_136.psf,
Beta-2 adrenergic receptor,3NYA.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11193_trj_124.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11196_dyn_124.psf,
Type-1 angiotensin II receptor,4ZUD.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11747_trj_189.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11753_dyn_189.psf,
unknown,8J22,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2680/25501_trj_2329.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2680/25493_dyn_2329.psf,
Adenosine receptor A2a,5IUB.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10544_trj_54.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10549_dyn_54.psf,
Type-1 angiotensin II receptor,4YAY.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11548_trj_166.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11553_dyn_166.psf,
P2Y purinoceptor 1,4XNW.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11684_trj_180.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11690_dyn_180.psf,
Beta-1 adrenergic receptor,2Y03.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10303_trj_25.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10302_dyn_25.psf,
unknown,8J22,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2667/25402_trj_2316.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2667/25399_dyn_2316.psf,
Beta-1 adrenergic receptor,2YCW.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10569_trj_57.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10574_dyn_57.psf,
Adenosine receptor A2a,3REY.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10386_trj_35.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10383_dyn_35.psf,
Free fatty acid receptor 2,8J23,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2662/25367_trj_2311.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2662/25364_dyn_2311.psf,
Smoothened homolog,4QIN,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11913_trj_203.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11912_dyn_203.psf,
PAFR,8XYD,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2259/23897_trj_2017.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2259/23892_dyn_2017.psf,
Adenosine receptor A2a,4UHR.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10484_trj_46.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10482_dyn_46.psf,
unknown,3C7K,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn1935/22212_trj_1720.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn1935/22211_dyn_1720.top,
Lysophosphatidic acid receptor 1,4Z34.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11593_trj_171.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11597_dyn_171.psf,
Smoothened homolog,5L7D.Z,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11763_trj_161.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11767_dyn_161.psf,
Type-1 angiotensin II receptor,4ZUD.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11140_trj_120.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11145_dyn_120.psf,
Muscarinic acetylcholine receptor M2,3UON.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11065_trj_112.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11069_dyn_112.psf,
unknown,9CLW,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2635/25229_trj_2286.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2635/25226_dyn_2286.psf,
Beta-2 adrenergic receptor,5JQH.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11498_trj_160.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11502_dyn_160.psf,
Type-1 angiotensin II receptor,6DO1,unknown,https://gpcrmd.org/dynadb/files/Dynamics/12049_trj_220.xtc,https://gpcrmd.org/dynadb/files/Dynamics/12053_dyn_220.top,
Proteinase-activated receptor 1,3VW7.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11229_trj_128.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11233_dyn_128.psf,
Nociceptin receptor,4EA3.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10620_trj_62.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10623_dyn_62.psf,
Beta-1 adrenergic receptor,2Y02.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10233_trj_17.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10238_dyn_17.psf,
Adenosine receptor A2a,4UHR.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/10470_trj_45.xtc,https://gpcrmd.org/dynadb/files/Dynamics/10475_dyn_45.psf,
unknown,1GIA,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1434/19213_trj_1253.xtc,https://gpcrmd.org/dynadb/files/Dynamics//dyn1434/19211_dyn_1253.top,
Beta-2 adrenergic receptor,5JQH.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11490_trj_159.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11494_dyn_159.psf,
Nociceptin receptor,5DHH.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11461_trj_155.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11465_dyn_155.psf,
Nociceptin receptor,5DHG.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11469_trj_156.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11473_dyn_156.psf,
unknown,8UYQ,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2328/24081_trj_2061.trr,https://gpcrmd.org/dynadb/files/Dynamics/dyn2328/24080_dyn_2061.top,
unknown,6KPF,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2566/25000_trj_2240.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn2566/25001_dyn_2240.psf,
PAFR,8XYD,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2256/23887_trj_2014.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2256/23884_dyn_2014.psf,
Beta-1 adrenergic receptor,4AMJ.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11792_trj_195.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11796_dyn_195.psf,
unknown,9CM3,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2656/25323_trj_2305.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2656/25320_dyn_2305.psf,
Metabotropic glutamate receptor 5,5CGC.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11435_trj_152.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11440_dyn_152.psf,
5-hydroxytryptamine receptor 2B,5TVN,unknown,https://gpcrmd.org/dynadb/files/Dynamics/12004_trj_215.xtc,https://gpcrmd.org/dynadb/files/Dynamics/12013_dyn_215.top,
Beta-1 adrenergic receptor,3ZPQ.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11263_trj_132.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11268_dyn_132.psf,
P2Y purinoceptor 1,4XNV.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn269/tmp_trj_2_206.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn269/tmp_dyn_0_206.psf,
Smoothened homolog,5L7I.Z,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11798_trj_192.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11774_dyn_192.psf,
Beta-1 adrenergic receptor,3ZPQ.B,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11255_trj_131.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11259_dyn_131.psf,
Guanine nucleotide-binding protein G(i) subunit alpha-1,6OS9,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1430/19197_trj_1249.xtc,https://gpcrmd.org/dynadb/files/Dynamics//dyn1430/19195_dyn_1249.top,
Beta-2 adrenergic receptor,4LDO,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn365/tmp_trj_3_248.xtc,https://gpcrmd.org/dynadb/files/Dynamics/dyn365/tmp_dyn_0_248.top,
Beta-1 adrenergic receptor,4AMI.A,unknown,https://gpcrmd.org/dynadb/files/Dynamics/11313_trj_138.xtc,https://gpcrmd.org/dynadb/files/Dynamics/11318_dyn_138.psf,
unknown,1GIA,unknown,https://gpcrmd.org/dynadb/files/Dynamics//dyn1437/19223_trj_1256.xtc,https://gpcrmd.org/dynadb/files/Dynamics//dyn1437/19222_dyn_1256.top,
Free fatty acid receptor 2,8J22,unknown,https://gpcrmd.org/dynadb/files/Dynamics/dyn2668/25409_trj_2317.dcd,https://gpcrmd.org/dynadb/files/Dynamics/dyn2668/25406_dyn_2317.psf,
